---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| image                                                        | #spots | #spots_no_ice | total_intensity | d_min | d_min (distl method 1) | d_min (distl method 2) | #indexed | fraction_indexed |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00124.cbf | 12     | 7             | 8063            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00125.cbf | 17     | 14            | 332088          | 1.66  | 3.15                   | 2.97                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00126.cbf | 65     | 59            | 62811           | 1.66  | 2.33                   | 2.71                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00127.cbf | 27     | 24            | 17817           | 1.58  | 2.33                   | 2.51                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00128.cbf | 15     | 13            | 198173          | 1.58  | 3.01                   | 2.71                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00129.cbf | 9      | 8             | 12528           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00130.cbf | 7      | 5             | 1466            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00131.cbf | 11     | 10            | 1782            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00132.cbf | 9      | 7             | 5834            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00133.cbf | 7      | 5             | 9687            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00134.cbf | 37     | 31            | 54172           | 1.58  | 3.27                   | 3.10                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00135.cbf | 11     | 6             | 3015113         |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00136.cbf | 18     | 13            | 636763          | 1.58  | 2.33                   | 2.56                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00137.cbf | 63     | 57            | 50010           | 1.97  | 2.62                   | 2.51                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00138.cbf | 24     | 13            | 11880           | 1.66  | 2.70                   | 2.52                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00139.cbf | 15     | 10            | 7618            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00140.cbf | 26     | 21            | 4019            | 1.66  | 3.38                   | 2.96                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00141.cbf | 3      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00142.cbf | 7      | 2             | 170             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00143.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00144.cbf | 27     | 24            | 4919            | 1.66  | 3.28                   | 2.96                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00145.cbf | 8      | 5             | 31099           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00146.cbf | 37     | 32            | 192126          | 1.66  | 2.32                   | 3.32                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00147.cbf | 89     | 83            | 8062293         | 1.78  | 3.19                   | 3.32                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00148.cbf | 32     | 29            | 712434          | 1.66  | 2.32                   | 3.94                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00149.cbf | 53     | 44            | 124068          | 2.23  | 3.00                   | 2.54                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00150.cbf | 13     | 10            | 38832           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00151.cbf | 7      | 6             | 1967            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00152.cbf | 5      | 2             | 413             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00153.cbf | 9      | 7             | 1546            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00154.cbf | 8      | 5             | 892             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00155.cbf | 19     | 18            | 5560            | 2.31  | 3.58                   | 3.31                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00156.cbf | 15     | 13            | 3397            | 1.66  | 5.79                   | 3.32                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00157.cbf | 10     | 8             | 1223            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00158.cbf | 14     | 13            | 3594            | 2.52  | 4.05                   | 3.31                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00159.cbf | 3      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00160.cbf | 7      | 5             | 637             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00161.cbf | 49     | 48            | 43342           | 1.66  | 3.31                   | 2.83                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00162.cbf | 33     | 29            | 60915           | 1.66  | 2.52                   | 3.32                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00163.cbf | 112    | 90            | 225753          | 1.66  | 2.32                   | 2.20                   | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/dallas/dallas0007_00164.cbf | 83     | 75            | 1138812         | 2.34  | 3.34                   | 2.84                   | 0        | 0.00             |
