---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| image                                                        | #spots | #spots_no_ice | total_intensity | d_min | d_min (distl method 1) | d_min (distl method 2) | #indexed | fraction_indexed |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00160.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00161.cbf | 4      | 1             | 596             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00162.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00163.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00164.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00165.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00166.cbf | 4      | 2             | 21502           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00167.cbf | 4      | 2             | 2891            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00168.cbf | 4      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00169.cbf | 5      | 2             | 54              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00170.cbf | 3      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00171.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00172.cbf | 3      | 1             | 39              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00173.cbf | 5      | 1             | 1573            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00174.cbf | 3      | 1             | 370             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00175.cbf | 3      | 1             | 1184            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00176.cbf | 3      | 1             | 35              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00177.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00178.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00179.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00180.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00181.cbf | 1      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00182.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00183.cbf | 6      | 4             | 86              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00184.cbf | 3      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00185.cbf | 2      | 0             | 0               |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00186.cbf | 3      | 1             | 41              |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00187.cbf | 2      | 1             | 866             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00188.cbf | 3      | 1             | 253             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00189.cbf | 5      | 3             | 337             |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00190.cbf | 4      | 2             | 20184           |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00191.cbf | 5      | 1             | 3343            |       |                        |                        | 0        | 0.00             |
| /dls/i24/data/2016/nt14493-21/mb/calais/calais0006_00192.cbf | 1      | 1             | 74              |       |                        |                        | 0        | 0.00             |
